Date,HomeTeam,AwayTeam,FTR,FTHG,FTAG,avg_GoalsScored_home,avg_GoalsConceded_home,avg_Shots_home,avg_ShotsOnTarget_home,avg_GoalsScored_away,avg_GoalsConceded_away,avg_Shots_away,avg_ShotsOnTarget_away
13/02/2024,Swansea,Leeds,A,0,4,2.0,1.8,9.2,3.4,1.6,0.6,13.4,4.8
13/02/2024,Bristol City,Southampton,H,3,1,1.4,0.8,12.2,4.2,3.2,1.8,15.4,6.2
13/02/2024,West Brom,Cardiff,H,2,0,2.4,1.0,11.6,3.8,0.8,2.0,12.6,4.0
14/02/2024,Huddersfield,Sunderland,H,1,0,0.6,1.4,9.6,3.0,1.4,1.0,13.0,3.8
14/02/2024,Plymouth,Coventry,D,2,2,0.6,0.6,9.6,3.2,1.4,1.0,12.4,3.8
14/02/2024,Preston,Middlesbrough,H,2,1,1.8,0.8,11.0,3.6,1.2,1.4,13.4,4.8
14/02/2024,Stoke,QPR,H,1,0,0.6,0.8,8.6,2.6,0.6,1.2,14.0,4.6
14/02/2024,Millwall,Ipswich,A,0,4,2.0,1.6,12.8,5.2,2.0,1.0,18.4,7.0
16/02/2024,West Brom,Southampton,A,0,2,2.2,0.8,10.4,3.8,2.0,2.0,15.0,5.2
17/02/2024,Plymouth,Leeds,A,0,2,1.2,1.4,15.4,4.4,1.6,0.6,15.8,6.0
17/02/2024,Birmingham,Sunderland,H,2,1,1.0,0.6,15.8,4.0,0.8,0.6,13.8,5.0
17/02/2024,Bristol City,QPR,A,0,1,1.0,0.8,10.6,3.6,0.6,1.6,9.4,3.6
17/02/2024,Huddersfield,Hull,A,1,2,1.0,0.4,13.6,4.4,2.2,0.6,13.6,5.6
17/02/2024,Leicester,Middlesbrough,A,1,2,2.2,1.2,13.0,5.4,1.0,1.4,16.4,5.0
17/02/2024,Millwall,Sheffield Weds,A,0,2,1.4,2.4,13.4,5.8,0.8,2.4,11.8,2.6
17/02/2024,Norwich,Cardiff,H,4,1,2.0,0.6,13.4,5.0,0.6,1.8,10.0,3.6
17/02/2024,Preston,Blackburn,D,2,2,1.2,2.0,9.2,4.6,0.6,1.2,8.4,4.0
17/02/2024,Rotherham,Watford,A,0,1,0.6,1.6,7.6,2.8,2.4,1.0,12.4,4.6
17/02/2024,Stoke,Coventry,A,0,1,0.6,1.0,9.8,2.6,1.0,1.6,11.0,3.6
17/02/2024,Swansea,Ipswich,A,1,2,0.8,1.6,12.4,3.6,2.8,0.6,16.0,6.0
20/02/2024,Cardiff,Blackburn,D,0,0,1.2,2.8,8.2,2.8,1.2,2.0,11.0,4.4
20/02/2024,Ipswich,Rotherham,H,4,3,1.4,0.6,14.6,4.6,0.8,1.8,9.0,2.2
20/02/2024,Plymouth,West Brom,A,0,3,1.6,2.2,13.6,3.8,0.8,0.8,12.2,3.2
20/02/2024,Southampton,Hull,A,1,2,2.4,0.6,19.6,7.8,1.8,0.6,12.6,4.2
23/02/2024,Coventry,Preston,A,0,3,1.2,1.2,11.0,3.0,1.0,1.4,8.8,2.6
23/02/2024,Leeds,Leicester,H,3,1,2.0,1.4,16.0,5.4,2.0,0.8,13.8,5.4
24/02/2024,Hull,West Brom,D,1,1,1.0,1.2,13.6,3.6,0.6,1.0,12.8,3.6
24/02/2024,Blackburn,Norwich,D,1,1,1.4,2.4,12.0,4.0,1.2,2.4,13.2,4.2
24/02/2024,Cardiff,Stoke,H,2,1,1.0,1.2,9.4,4.0,1.6,1.0,18.6,3.8
24/02/2024,Ipswich,Birmingham,H,3,1,2.0,2.2,12.8,4.8,1.0,1.0,9.0,4.2
24/02/2024,Middlesbrough,Plymouth,A,0,2,1.6,1.2,14.4,5.4,1.8,2.2,9.6,4.2
24/02/2024,QPR,Rotherham,H,2,1,0.8,0.6,12.8,4.0,0.8,2.2,6.8,2.2
24/02/2024,Sheffield Weds,Bristol City,H,2,1,1.0,1.8,12.0,3.6,1.2,1.0,12.2,4.0
24/02/2024,Southampton,Millwall,A,1,2,1.0,2.0,14.8,4.4,1.0,0.8,9.2,3.4
24/02/2024,Sunderland,Swansea,A,1,2,1.2,1.6,15.2,4.8,2.2,1.4,13.4,5.0
24/02/2024,Watford,Huddersfield,A,1,2,1.0,1.2,12.6,3.2,1.0,2.0,7.6,2.8
01/03/2024,West Brom,Coventry,H,2,1,0.0,1.0,10.0,5.0,3.0,1.0,17.0,8.0
02/03/2024,Bristol City,Cardiff,A,0,1,0.3333333333333333,0.6666666666666666,8.666666666666666,2.6666666666666665,2.0,1.0,10.0,4.5
02/03/2024,Huddersfield,Leeds,D,1,1,1.0,2.5,12.0,3.5,2.3333333333333335,0.3333333333333333,16.333333333333332,7.666666666666667
02/03/2024,Birmingham,Southampton,A,3,4,0.5,1.5,9.5,2.5,1.5,2.0,19.0,6.0
02/03/2024,Leicester,QPR,A,1,2,3.6666666666666665,1.0,16.0,5.333333333333333,1.3333333333333333,0.6666666666666666,8.666666666666666,4.0
02/03/2024,Millwall,Watford,H,1,0,1.0,1.0,16.0,4.5,2.5,2.5,15.0,6.0
02/03/2024,Norwich,Sunderland,H,1,0,1.0,2.0,6.5,2.0,1.5,2.5,10.0,5.5
02/03/2024,Plymouth,Ipswich,A,0,2,1.5,2.0,21.5,6.5,1.5,1.0,13.0,4.0
02/03/2024,Preston,Hull,D,0,0,0.0,1.6666666666666667,7.666666666666667,1.6666666666666667,1.0,3.0,8.0,1.5
02/03/2024,Rotherham,Sheffield Weds,A,0,1,2.0,1.5,9.0,4.0,1.5,1.5,14.5,4.0
02/03/2024,Stoke,Middlesbrough,H,2,0,0.5,0.5,11.5,5.0,1.5,1.5,21.0,6.0
02/03/2024,Swansea,Blackburn,H,2,1,0.5,0.5,12.5,4.0,2.6666666666666665,2.3333333333333335,15.333333333333334,6.666666666666667
05/03/2024,Blackburn,Millwall,D,1,1,0.8,1.8,15.4,4.2,0.8,0.6,8.0,2.6
05/03/2024,Coventry,Rotherham,H,5,0,1.2,1.8,14.8,4.6,1.4,1.4,10.4,3.4
05/03/2024,Hull,Birmingham,D,1,1,0.6,1.8,13.0,4.6,1.4,0.8,12.4,4.2
05/03/2024,Leeds,Stoke,H,1,0,1.2,0.8,14.8,5.2,1.0,1.6,12.2,3.6
05/03/2024,Sheffield Weds,Plymouth,H,1,0,0.6,1.6,8.4,2.0,1.4,1.2,13.6,4.8
05/03/2024,Sunderland,Leicester,A,0,1,0.8,0.8,15.0,3.6,2.0,0.8,11.6,4.8
05/03/2024,Ipswich,Bristol City,H,3,2,2.2,1.2,18.6,6.0,1.2,1.6,12.8,4.8
06/03/2024,Cardiff,Huddersfield,H,1,0,0.6,1.8,11.4,3.2,1.2,1.8,10.8,3.8
06/03/2024,Middlesbrough,Norwich,H,3,1,1.8,1.2,15.2,5.4,1.2,1.6,16.0,4.6
06/03/2024,Watford,Swansea,D,1,1,1.0,1.2,14.8,5.8,0.6,0.8,13.2,4.2
06/03/2024,QPR,West Brom,D,2,2,1.0,1.6,6.8,3.0,1.8,0.6,13.4,3.8
08/03/2024,Sheffield Weds,Leeds,A,0,2,0.8,0.6,9.0,2.2,1.4,1.0,19.2,6.4
09/03/2024,Cardiff,Ipswich,H,2,1,1.0,1.2,9.4,3.0,2.2,1.6,13.2,5.8
09/03/2024,Blackburn,Plymouth,D,1,1,2.0,0.6,12.2,4.0,1.6,1.6,14.8,6.6
09/03/2024,Hull,Leicester,D,2,2,1.6,1.8,11.6,4.2,2.0,0.4,14.0,6.6
09/03/2024,Millwall,Birmingham,H,1,0,0.8,1.0,8.2,1.8,1.0,1.6,14.2,4.6
09/03/2024,Norwich,Rotherham,H,5,0,1.2,1.6,14.6,4.2,0.8,2.6,7.2,2.2
09/03/2024,Preston,Stoke,A,1,2,1.2,2.0,10.0,2.8,1.2,1.2,11.2,4.2
09/03/2024,QPR,Middlesbrough,A,0,2,0.6,2.6,14.4,3.6,2.4,1.0,16.4,6.2
09/03/2024,Southampton,Sunderland,H,4,2,1.2,0.6,15.8,6.2,0.2,1.4,18.2,4.6
09/03/2024,Watford,Coventry,A,1,2,1.2,0.4,14.0,4.2,2.2,0.8,16.8,5.6
10/03/2024,Huddersfield,West Brom,A,1,4,1.2,2.0,11.0,3.4,1.6,2.2,7.8,2.0
10/03/2024,Bristol City,Swansea,H,1,0,1.0,1.0,9.8,3.4,1.4,1.0,12.8,4.6
12/03/2024,Birmingham,Middlesbrough,A,0,1,0.2,1.8,16.4,3.8,1.2,1.2,10.4,4.6
16/03/2024,Swansea,Cardiff,H,2,0,1.2,2.0,10.0,3.2,0.4,2.2,10.6,2.8
16/03/2024,Birmingham,Watford,A,0,1,1.6,0.4,13.0,4.0,1.4,2.0,12.8,3.4
16/03/2024,Ipswich,Sheffield Weds,H,6,0,2.2,0.6,15.6,6.0,0.8,2.8,12.2,3.8
16/03/2024,Middlesbrough,Blackburn,D,0,0,1.2,1.8,15.0,5.0,1.2,1.6,11.4,3.4
16/03/2024,Plymouth,Preston,A,0,1,0.8,0.6,10.4,3.4,1.8,0.8,10.6,3.4
16/03/2024,Rotherham,Huddersfield,D,0,0,0.6,1.6,6.2,2.2,0.8,1.2,11.6,4.0
16/03/2024,Stoke,Norwich,A,0,3,0.8,0.8,10.2,3.2,2.8,1.6,13.0,5.2
16/03/2024,Sunderland,QPR,D,0,0,0.8,1.0,11.0,3.6,0.6,1.4,14.6,4.8
16/03/2024,West Brom,Bristol City,H,2,0,1.6,0.8,10.0,3.6,1.2,1.2,12.4,3.8
17/03/2024,Leeds,Millwall,H,2,0,2.0,0.4,15.2,5.6,1.2,2.2,12.2,5.4
29/03/2024,Bristol City,Leicester,H,1,0,1.8,1.2,11.4,4.6,1.6,0.6,13.4,5.4
29/03/2024,Millwall,West Brom,D,1,1,1.4,0.6,13.8,5.4,1.6,1.0,13.6,4.0
29/03/2024,Cardiff,Sunderland,A,0,2,1.4,1.6,12.8,4.0,1.4,0.6,13.6,4.8
29/03/2024,Huddersfield,Coventry,A,1,3,1.2,2.0,12.0,4.0,1.2,0.0,11.2,4.2
29/03/2024,Hull,Stoke,A,0,2,2.0,1.4,16.6,8.0,1.8,1.6,13.2,5.4
29/03/2024,Norwich,Plymouth,H,2,1,1.8,1.8,12.8,4.6,1.0,1.8,12.2,4.8
29/03/2024,Preston,Rotherham,H,3,0,1.0,1.6,10.4,3.2,1.0,1.6,9.2,2.8
29/03/2024,QPR,Birmingham,H,2,1,1.4,1.8,11.2,4.4,1.4,1.8,12.4,3.4
29/03/2024,Sheffield Weds,Swansea,D,1,1,1.0,1.8,12.8,3.4,1.2,2.2,11.4,3.2
29/03/2024,Southampton,Middlesbrough,D,1,1,2.2,0.8,11.8,4.8,2.0,1.6,13.6,5.6
29/03/2024,Blackburn,Ipswich,A,0,1,0.8,0.8,14.4,4.4,2.0,2.4,16.4,4.6
29/03/2024,Watford,Leeds,D,2,2,1.4,1.8,17.4,5.4,1.8,2.2,15.2,4.8
01/04/2024,Leicester,Norwich,H,3,1,4.0,1.0,19.0,6.0,1.0,1.0,7.0,2.0
01/04/2024,Birmingham,Preston,H,1,0,0.0,3.0,8.0,1.0,0.0,2.0,12.0,3.0
01/04/2024,Coventry,Cardiff,A,1,2,2.0,1.5,17.0,5.5,2.0,1.0,10.0,5.0
01/04/2024,Middlesbrough,Sheffield Weds,H,2,0,1.0,3.0,19.0,7.0,3.0,1.0,23.0,6.0
01/04/2024,Plymouth,Bristol City,A,0,1,3.0,3.0,31.0,11.0,0.0,1.0,5.0,1.0
01/04/2024,Rotherham,Millwall,H,2,1,2.0,2.0,13.0,4.0,1.0,0.0,11.0,2.0
01/04/2024,Stoke,Huddersfield,D,1,1,0.0,0.0,8.0,4.0,1.0,4.0,12.0,4.0
01/04/2024,Sunderland,Blackburn,A,1,5,2.0,0.0,7.0,4.0,2.0,2.0,18.0,9.0
01/04/2024,Swansea,QPR,A,0,1,1.0,0.0,10.0,4.0,1.0,2.0,8.0,3.0
01/04/2024,West Brom,Watford,D,2,2,1.0,1.0,8.5,3.5,3.0,3.0,18.0,5.0
01/04/2024,Ipswich,Southampton,H,3,2,0.0,0.0,13.0,2.0,1.0,1.0,21.0,4.0
01/04/2024,Leeds,Hull,H,3,1,3.0,0.0,21.0,11.0,1.0,3.0,5.0,1.0
05/04/2024,Rotherham,Plymouth,A,0,1,1.4,2.4,9.4,2.8,1.0,1.2,13.0,3.8
06/04/2024,Norwich,Ipswich,H,1,0,1.0,2.0,14.8,4.6,2.4,1.4,18.8,7.0
06/04/2024,Blackburn,Southampton,D,0,0,1.6,0.8,11.2,3.2,1.6,0.4,13.8,6.0
06/04/2024,Cardiff,Hull,A,1,3,0.8,1.4,11.0,3.4,0.6,2.0,12.6,4.4
06/04/2024,Coventry,Leeds,H,2,1,2.0,1.4,15.0,5.6,1.4,0.8,14.6,5.8
06/04/2024,Huddersfield,Millwall,H,1,0,0.4,2.0,10.6,3.0,1.0,0.4,8.6,2.2
06/04/2024,Leicester,Birmingham,H,2,1,1.8,0.6,11.8,5.4,1.8,1.0,11.2,4.0
06/04/2024,Middlesbrough,Swansea,H,2,0,2.0,1.4,16.0,5.6,0.8,0.8,11.4,3.8
06/04/2024,QPR,Sheffield Weds,A,0,2,1.0,1.8,9.4,3.4,0.8,0.8,9.6,2.0
06/04/2024,Stoke,West Brom,D,2,2,1.6,0.6,14.0,4.4,2.0,1.0,12.2,3.8
06/04/2024,Sunderland,Bristol City,D,0,0,0.6,0.8,16.4,4.2,1.2,1.8,9.8,4.0
06/04/2024,Watford,Preston,D,0,0,1.2,1.2,15.2,5.2,1.4,2.2,9.6,3.0
09/04/2024,Millwall,Leicester,H,1,0,1.0,0.8,9.2,2.6,1.8,0.8,15.2,6.2
09/04/2024,Plymouth,QPR,D,1,1,1.2,1.2,16.8,7.0,0.4,2.8,14.2,3.2
09/04/2024,Preston,Huddersfield,H,4,1,1.4,1.8,9.6,3.0,0.4,0.8,11.0,2.8
09/04/2024,Sheffield Weds,Norwich,D,2,2,1.0,0.4,10.6,2.8,1.8,1.4,12.6,4.8
09/04/2024,Southampton,Coventry,H,2,1,1.6,0.8,17.8,7.4,1.6,1.0,15.2,5.0
09/04/2024,Leeds,Sunderland,D,0,0,1.6,1.0,18.6,7.2,0.6,2.2,15.8,5.0
10/04/2024,Birmingham,Cardiff,A,0,1,0.8,1.6,15.2,3.8,1.2,1.2,10.2,3.6
10/04/2024,Bristol City,Blackburn,H,5,0,1.0,0.8,9.8,3.4,1.6,0.8,11.4,4.2
10/04/2024,Hull,Middlesbrough,D,2,2,1.4,1.6,10.2,4.6,1.8,0.8,12.2,4.4
10/04/2024,Ipswich,Watford,D,0,0,2.2,1.6,13.4,5.4,0.8,1.2,12.4,3.0
10/04/2024,Swansea,Stoke,H,3,0,1.2,1.0,12.2,4.2,1.0,1.8,10.8,3.8
10/04/2024,West Brom,Rotherham,H,2,0,2.0,2.0,9.4,3.2,0.8,2.6,5.6,2.0
12/04/2024,Plymouth,Leicester,H,1,0,0.8,2.2,12.4,4.4,1.6,1.0,11.4,3.8
13/04/2024,Leeds,Blackburn,A,0,1,1.8,0.6,12.2,5.2,1.2,2.0,15.2,4.0
13/04/2024,Birmingham,Coventry,H,3,0,1.0,1.2,12.8,3.6,1.8,0.8,12.6,4.0
13/04/2024,Bristol City,Huddersfield,D,1,1,1.0,1.0,12.0,3.6,0.6,2.0,9.8,3.4
13/04/2024,Hull,QPR,H,3,0,2.0,1.4,18.6,6.4,1.4,0.8,11.0,3.0
13/04/2024,Ipswich,Middlesbrough,D,1,1,1.8,0.8,17.2,6.8,1.4,1.2,12.4,4.6
13/04/2024,Millwall,Cardiff,H,3,1,1.2,1.4,11.2,4.0,0.8,2.0,12.0,3.2
13/04/2024,Preston,Norwich,A,0,1,2.2,0.6,9.2,3.8,3.0,2.2,14.0,5.6
13/04/2024,Sheffield Weds,Stoke,D,1,1,0.6,2.8,8.6,2.8,0.4,1.2,9.0,2.4
13/04/2024,Southampton,Watford,H,3,2,3.2,2.2,17.4,6.4,1.6,1.2,13.4,4.0
13/04/2024,Swansea,Rotherham,H,1,0,1.4,2.6,8.2,2.8,0.6,2.4,7.2,2.6
13/04/2024,West Brom,Sunderland,A,0,1,2.4,1.0,11.6,3.6,1.8,1.2,14.0,4.2
16/04/2024,Southampton,Preston,H,3,0,1.6,2.0,14.6,4.6,1.6,0.6,10.2,3.8
20/04/2024,Leicester,West Brom,H,2,1,2.6,1.6,16.6,5.4,1.0,0.8,13.2,3.8
20/04/2024,Cardiff,Southampton,H,2,1,1.2,2.2,8.8,3.6,2.0,1.0,18.0,7.2
20/04/2024,Huddersfield,Swansea,A,0,4,1.2,1.0,13.0,3.0,1.0,1.8,11.0,3.6
20/04/2024,Norwich,Bristol City,D,1,1,2.4,0.6,15.2,5.8,1.2,1.0,13.6,3.4
20/04/2024,Rotherham,Birmingham,D,0,0,1.4,2.2,10.2,2.6,1.8,1.4,13.0,5.0
20/04/2024,Stoke,Plymouth,H,3,0,0.6,1.0,14.0,2.2,1.0,2.4,9.4,2.0
20/04/2024,Sunderland,Millwall,A,0,1,1.2,1.2,15.2,5.6,0.2,2.0,9.4,3.4
20/04/2024,Watford,Hull,D,0,0,1.8,0.6,11.8,3.4,2.0,0.6,12.4,4.4
20/04/2024,QPR,Preston,H,1,0,1.0,0.8,9.8,4.2,1.6,1.8,12.0,5.6
21/04/2024,Blackburn,Sheffield Weds,A,1,3,1.0,1.6,12.4,3.4,1.2,1.0,8.2,3.0
22/04/2024,Middlesbrough,Leeds,A,3,4,1.2,0.8,12.8,5.0,1.8,0.8,17.2,5.0
23/04/2024,Leicester,Southampton,H,5,0,1.8,1.2,14.0,5.2,1.4,1.4,17.6,5.8
24/04/2024,Coventry,Hull,A,2,3,1.4,1.6,11.0,3.8,0.8,1.2,12.0,3.2
26/04/2024,QPR,Leeds,H,4,0,0.4,1.0,9.6,3.6,1.8,0.4,14.4,5.2
27/04/2024,Blackburn,Coventry,D,0,0,1.4,1.4,9.4,4.2,1.2,0.6,14.2,5.4
27/04/2024,Bristol City,Rotherham,H,2,0,1.8,1.4,13.4,4.8,1.2,1.0,10.2,3.2
27/04/2024,Cardiff,Middlesbrough,A,1,4,2.2,0.8,14.0,5.0,1.2,2.2,15.2,4.4
27/04/2024,Huddersfield,Birmingham,D,1,1,1.0,2.0,13.8,4.6,1.2,2.0,13.0,4.2
27/04/2024,Millwall,Plymouth,H,1,0,1.0,1.2,16.6,5.2,2.0,0.8,14.8,6.6
27/04/2024,Norwich,Swansea,D,2,2,1.4,0.8,8.6,2.8,1.0,2.2,10.0,3.4
27/04/2024,Sheffield Weds,West Brom,H,3,0,0.8,2.0,13.2,3.4,2.0,0.6,13.0,3.8
27/04/2024,Southampton,Stoke,A,0,1,2.2,1.2,12.2,5.6,1.0,1.6,14.0,3.2
27/04/2024,Watford,Sunderland,H,1,0,1.0,1.8,12.8,4.2,0.8,0.8,15.4,3.6
27/04/2024,Hull,Ipswich,D,3,3,1.6,1.0,14.2,7.4,1.6,1.6,18.2,4.6
29/04/2024,Preston,Leicester,A,0,3,1.2,1.4,11.8,3.6,1.4,0.8,14.0,5.0
30/04/2024,Coventry,Ipswich,A,1,2,1.6,1.0,12.6,4.0,2.0,1.2,14.6,6.0
04/05/2024,Birmingham,Norwich,H,1,0,1.6,1.4,13.4,4.6,1.4,1.4,14.4,3.8
04/05/2024,Coventry,QPR,A,1,2,1.4,2.2,14.0,3.6,1.8,0.4,7.8,3.6
04/05/2024,Ipswich,Huddersfield,H,2,0,2.4,1.2,17.0,6.2,1.8,1.4,12.0,4.8
04/05/2024,Leeds,Southampton,A,1,2,1.2,0.6,15.2,5.4,1.8,1.6,15.0,5.8
04/05/2024,Leicester,Blackburn,A,0,2,1.6,1.0,14.8,3.8,0.8,2.8,15.8,4.8
04/05/2024,Middlesbrough,Watford,H,3,1,1.0,1.6,12.6,5.0,1.4,1.6,13.0,5.0
04/05/2024,Plymouth,Hull,H,1,0,1.2,1.0,15.8,5.6,0.6,1.0,13.4,4.6
04/05/2024,Rotherham,Cardiff,H,5,2,0.8,1.0,8.2,2.8,0.8,1.4,9.6,3.4
04/05/2024,Stoke,Bristol City,H,4,0,0.6,2.0,12.6,3.2,0.8,1.0,13.8,4.0
04/05/2024,Sunderland,Sheffield Weds,A,0,2,1.6,1.6,13.2,5.8,0.8,1.2,11.2,4.4
04/05/2024,Swansea,Millwall,A,0,1,0.8,1.2,15.2,4.2,1.0,0.6,7.2,2.6
04/05/2024,West Brom,Preston,H,3,0,1.2,1.2,11.2,3.4,1.0,1.0,8.8,2.4
